Common,unitType,FullName,Armor,ArmorIcons,Structure,StructureIcons,Movement,TMM,BasePV,RegPV,VetPV,RegSkill,VetSkill,SpecialRules,name,model,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7
0,BattleArmor,Elemental Battle Armor (Headhunter)(Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,(Headhunter)(Sqd5),Machine Gun (Medium),5,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,5x2,,,,,,
0,BattleArmor,Elemental Battle Armor [AP Gauss](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,[AP Gauss](Sqd5),Gauss Rifle [Anti-personnel Gauss Rifle],5,3,3/6/9,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x3,10x2,,,,,
0,BattleArmor,Elemental Battle Armor [ER Laser](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,[ER Laser](Sqd5),ER Micro Laser,5,2,1/2/4,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x2,10x2,,,,,
0,BattleArmor,Elemental Battle Armor [Flamer](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,[Flamer](Sqd5),Flamer [BA],5,2,1/2/3,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x2,10x2,,,,,
0,BattleArmor,Elemental Battle Armor [HMG](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,[HMG](Sqd5),Machine Gun (Heavy),5,3,1/2/2,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x3,10x2,,,,,
0,BattleArmor,Elemental Battle Armor [Laser](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,[Laser](Sqd5),Small Laser,5,3,1/2/3,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x3,10x2,,,,,
0,BattleArmor,Elemental Battle Armor [MG](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,[MG](Sqd5),Machine Gun (Medium),5,2,1/2/3,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x2,10x2,,,,,
0,BattleArmor,Elemental Battle Armor [MicroPL](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Elemental Battle Armor,[MicroPL](Sqd5),Micro Pulse Laser,5,3,1/2/3,SRM 2,10,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x3,10x2,,,,,
0,BattleArmor,Fa Shih Battle Armor [Flamer](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fa Shih Battle Armor,[Flamer](Sqd4),Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Fa Shih Battle Armor [Laser](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fa Shih Battle Armor,[Laser](Sqd4),Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,
0,BattleArmor,Fa Shih Battle Armor [LRR](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fa Shih Battle Armor,[LRR](Sqd4),BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Fa Shih Battle Armor [MG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fa Shih Battle Armor,[MG](Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Fa Shih Battle Armor [TAG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm, TAG9",Fa Shih Battle Armor,[TAG](Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Fenrir Battle Armor [ERML](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[ERML](Sqd4),ER Medium Laser,4,5,4/8/12,,,,,,,,,,,,,,,,,,,,,,,,,4x5,,,,,,
0,BattleArmor,Fenrir Battle Armor [MG](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[MG](Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Fenrir Battle Armor [Mortar](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[Mortar](Sqd4),Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Fenrir Battle Armor [MPL](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[MPL](Sqd4),Medium Pulse Laser,4,6,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x6,,,,,,
0,BattleArmor,Fenrir Battle Armor [SL](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[SL](Sqd4),Small Laser,12,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,12x3,,,,,,
0,BattleArmor,Fenrir Battle Armor [SPL](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[SPL](Sqd4),Small Pulse Laser,8,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,8x3,,,,,,
0,BattleArmor,Fenrir Battle Armor [SRM](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[SRM](Sqd4),SRM 4,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,12x2,,,,,,
0,BattleArmor,Fenrir Battle Armor [VSP](Sqd4),0,,1,S,4L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Fenrir Battle Armor,[VSP](Sqd4),Small VSP Laser,4,4,2/4/6,Grenade Launcher (Heavy),4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,4x4,4x1,,,,,
0,BattleArmor,Gnome Battle Armor (Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gnome Battle Armor,(Sqd5),ER Small Laser,5,5,2/4/6,Advanced SRM 2,5,2,4/8/12,,,,,,,,,,,,,,,,,,,,,5x5,5x2,,,,,
0,BattleArmor,Gnome Battle Armor (Upgrade) [Bearhunter](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gnome Battle Armor,(Upgrade) [Bearhunter](Sqd5),Advanced SRM 2,5,2,4/8/12,Machine Gun (Bearhunter AC),10,3,0/1/2,,,,,,,,,,,,,,,,,,,,,5x2,10x3,,,,,
0,BattleArmor,Gnome Battle Armor (Upgrade) [MRR](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gnome Battle Armor,(Upgrade) [MRR](Sqd5),BA Recoilless Rifle (Medium),5,3,2/4/6,LRM 2 (OS),2,5,7/14/21,Advanced SRM 2,5,2,4/8/12,,,,,,,,,,,,,,,,,5x3,2x5,5x2,,,,
0,BattleArmor,Gnome Battle Armor (Upgrade) [Pulse Laser](Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gnome Battle Armor,(Upgrade) [Pulse Laser](Sqd5),Micro Pulse Laser,10,3,1/2/3,Advanced SRM 2,5,2,4/8/12,,,,,,,,,,,,,,,,,,,,,10x3,5x2,,,,,
0,BattleArmor,Gray Death Scout Suit (Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gray Death Scout Suit,(Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Gray Death Standard Suit [Flamer](Sqd4),0,,1,S,3L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gray Death Standard Suit,[Flamer](Sqd4),Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Gray Death Standard Suit [Laser](Sqd4),0,,1,S,3L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gray Death Standard Suit,[Laser](Sqd4),Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,
0,BattleArmor,Gray Death Standard Suit [LRR](Sqd4),0,,1,S,3L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gray Death Standard Suit,[LRR](Sqd4),BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Gray Death Standard Suit [MG](Sqd4),0,,1,S,3L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gray Death Standard Suit,[MG](Sqd4),Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Gray Death Standard Suit [SRM](Sqd4),0,,1,S,3L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Gray Death Standard Suit,[SRM](Sqd4),SRM 1,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Infiltrator Mk. I Battle Armor (Special Ops)(Sqd4),0,,1,S,2L,0,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Infiltrator Mk. I Battle Armor,(Special Ops)(Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Infiltrator Mk. I Battle Armor 'Waddle'(Sqd4),0,,1,S,2L,0,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Infiltrator Mk. I Battle Armor,'Waddle'(Sqd4),Grenade Launcher (Heavy),4,1,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,
0,BattleArmor,Infiltrator Mk. II Battle Armor (Sensor)(Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm, ECM6",Infiltrator Mk. II Battle Armor,(Sensor)(Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Infiltrator Mk. II Battle Armor 'Puma'(Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm, ECM6",Infiltrator Mk. II Battle Armor,'Puma'(Sqd4),Gauss Rifle [Magshot],4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,IS Standard Battle Armor [Flamer](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",IS Standard Battle Armor,[Flamer](Sqd4),Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,IS Standard Battle Armor [Laser](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",IS Standard Battle Armor,[Laser](Sqd4),Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,
0,BattleArmor,IS Standard Battle Armor [LRR](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",IS Standard Battle Armor,[LRR](Sqd4),BA Recoilless Rifle (Light),4,2,2/4/6,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,IS Standard Battle Armor [MG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",IS Standard Battle Armor,[MG](Sqd4),Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,IS Standard Battle Armor [SRM](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",IS Standard Battle Armor,[SRM](Sqd4),SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,8x2,,,,,,
0,BattleArmor,Kage Light Battle Armor (DEST)(Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kage Light Battle Armor,(DEST)(Sqd4),Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,
0,BattleArmor,Kage Light Battle Armor (Vibro-Claw)(Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kage Light Battle Armor,(Vibro-Claw)(Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Kage Light Battle Armor [ECM](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm, ECM6",Kage Light Battle Armor,[ECM](Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Kage Light Battle Armor [Flamer](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kage Light Battle Armor,[Flamer](Sqd4),Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Kage Light Battle Armor [Laser](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kage Light Battle Armor,[Laser](Sqd4),Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,
0,BattleArmor,Kage Light Battle Armor [MG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kage Light Battle Armor,[MG](Sqd4),Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Kage Light Battle Armor [TAG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm, TAG9",Kage Light Battle Armor,[TAG](Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Kanazuchi Assault Battle Armor (Upgrade) [Battle Claw](Sqd4),0,,1,S,1L,0,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kanazuchi Assault Battle Armor,(Upgrade) [Battle Claw](Sqd4),Support PPC,8,2,2/5/7,MRM 1,2,5,3/8/15,,,,,,,,,,,,,,,,,,,,,8x2,2x5,,,,,
0,BattleArmor,Kanazuchi Assault Battle Armor [Battle Claw](Sqd4),0,,1,S,1L,0,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kanazuchi Assault Battle Armor,[Battle Claw](Sqd4),Medium Laser,4,5,3/6/9,SRM 2 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x5,16x2,,,,,
0,BattleArmor,Kanazuchi Assault Battle Armor [Industrial Drill](Sqd4),0,,1,S,1L,0,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kanazuchi Assault Battle Armor,[Industrial Drill](Sqd4),Medium Laser,4,5,3/6/9,SRM 2 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x5,16x2,,,,,
0,BattleArmor,Kanazuchi Assault Battle Armor [Salvage Arm](Sqd4),0,,1,S,1L,0,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Kanazuchi Assault Battle Armor,[Salvage Arm](Sqd4),Medium Laser,4,5,3/6/9,SRM 2 (OS),16,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x5,16x2,,,,,
0,BattleArmor,Longinus Battle Armor [David](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Longinus Battle Armor,[David](Sqd4),Gauss Rifle [David],4,1,3/5/8,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x1,8x2,,,,,
0,BattleArmor,Longinus Battle Armor [Flamer](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Longinus Battle Armor,[Flamer](Sqd4),Flamer [BA],4,2,1/2/3,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,8x2,,,,,
0,BattleArmor,Longinus Battle Armor [Laser](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Longinus Battle Armor,[Laser](Sqd4),Small Laser,4,3,1/2/3,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x3,8x2,,,,,
0,BattleArmor,Longinus Battle Armor [MG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Longinus Battle Armor,[MG](Sqd4),Machine Gun (Medium),4,2,1/2/3,SRM 2 (OS),8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x2,8x2,,,,,
0,BattleArmor,Purifier Adaptive Battle Armor [Laser](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Purifier Adaptive Battle Armor,[Laser](Sqd4),ER Small Laser,4,3,2/4/5,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,
0,BattleArmor,Purifier Adaptive Battle Armor [Narc](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Purifier Adaptive Battle Armor,[Narc](Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Purifier Adaptive Battle Armor [PPC](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Purifier Adaptive Battle Armor,[PPC](Sqd4),Support PPC,4,2,2/5/7,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Purifier Adaptive Battle Armor [TAG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm, TAG9",Purifier Adaptive Battle Armor,[TAG](Sqd4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BattleArmor,Raiden Battle Armor (Original)(Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Raiden Battle Armor,(Original)(Sqd4),Small Laser,4,3,1/2/3,SRM 1 (OS),4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,4x3,4x2,,,,,
0,BattleArmor,Raiden Battle Armor [Flamer](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Raiden Battle Armor,[Flamer](Sqd4),Flamer [BA],4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Raiden Battle Armor [Laser](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Raiden Battle Armor,[Laser](Sqd4),Small Laser,4,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x3,,,,,,
0,BattleArmor,Raiden Battle Armor [MG](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Raiden Battle Armor,[MG](Sqd4),Machine Gun (Medium),4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,BattleArmor,Raiden Battle Armor [MRM](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Raiden Battle Armor,[MRM](Sqd4),MRM 1,1,5,3/8/15,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,BattleArmor,Raiden Battle Armor [Tsunami](Sqd4),0,,1,S,1J,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Raiden Battle Armor,[Tsunami](Sqd4),Gauss Rifle [Tsunami],4,1,2/4/5,,,,,,,,,,,,,,,,,,,,,,,,,4x1,,,,,,
0,BattleArmor,Salamander Battle Armor (Anti-Infantry)(Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Salamander Battle Armor,(Anti-Infantry)(Sqd5),Machine Gun (Heavy),10,3,1/2/2,SRM 1 (OS),5,2,3/6/9,,,,,,,,,,,,,,,,,,,,,10x3,5x2,,,,,
0,BattleArmor,Salamander Battle Armor (Laser)(Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Salamander Battle Armor,(Laser)(Sqd5),Flamer [BA],5,2,1/2/3,ER Micro Laser,5,2,1/2/4,SRM 1 (OS),5,2,3/6/9,,,,,,,,,,,,,,,,,5x2,5x2,5x2,,,,
0,BattleArmor,Salamander Battle Armor (Sqd5),0,,1,S,1J,+1,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Salamander Battle Armor,(Sqd5),Flamer [BA],10,2,1/2/3,SRM 1 (OS),5,2,3/6/9,,,,,,,,,,,,,,,,,,,,,10x2,5x2,,,,,
0,BattleArmor,Sloth Battle Armor (Sqd4),0,,1,S,3L,+1,0,0,0,6,5,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Sloth Battle Armor,(Sqd4),Small Laser,8,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,8x3,,,,,,
0,BattleArmor,Sylph Battle Armor (Sqd5),0,,1,S,1V,0,0,0,0,5,4,"Special: No Turret, Mechanized, Nimble, Spotter, Swarm",Sylph Battle Armor,(Sqd5),Micro Pulse Laser,5,3,1/2/3,Bomb Rack (Micro),5,DAMAGE_VARIABLE,0/0/0,,,,,,,,,,,,,,,,,,,,,5x3,5xDAMAGE_VARIABLE,,,,,
