Common,unitType,FullName,Armor,ArmorIcons,Structure,StructureIcons,Movement,TMM,BasePV,RegPV,VetPV,RegSkill,VetSkill,SpecialRules,name,model,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7
0,Tank,Armored Personnel Carrier (Hover LRM),1,A,1,S,10H,+4,0,0,0,6,5,Special: No Turret,Armored Personnel Carrier,(Hover LRM),LRM 5,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Armored Personnel Carrier (Hover MG),1,A,1,S,10H,+4,0,0,0,6,5,,Armored Personnel Carrier,(Hover MG),Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,
0,Tank,Armored Personnel Carrier (Hover Sensors),1,A,1,S,10H,+4,0,0,0,6,5,Special: APC1,Armored Personnel Carrier,(Hover Sensors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tank,Armored Personnel Carrier (Hover SRM),1,A,1,S,10H,+4,0,0,0,6,5,"Special: No Turret, APC1",Armored Personnel Carrier,(Hover SRM),SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Armored Personnel Carrier (Hover),1,A,1,S,10H,+4,0,0,0,6,5,Special: APC1,Armored Personnel Carrier,(Hover),Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Armored Personnel Carrier (Tracked LRM),1,A,1,S,6T,+2,0,0,0,6,5,Special: No Turret,Armored Personnel Carrier,(Tracked LRM),LRM 5,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Armored Personnel Carrier (Tracked MG),1,A,1,S,6T,+2,0,0,0,6,5,,Armored Personnel Carrier,(Tracked MG),Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,
0,Tank,Armored Personnel Carrier (Tracked SRM),1,A,1,S,6T,+2,0,0,0,6,5,"Special: No Turret, APC1",Armored Personnel Carrier,(Tracked SRM),SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Armored Personnel Carrier (Tracked),1,A,1,S,6T,+2,0,0,0,6,5,Special: APC1,Armored Personnel Carrier,(Tracked),Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
0,Tank,Armored Personnel Carrier (Wheeled LRM),1,A,1,S,6W,+2,0,0,0,6,5,Special: No Turret,Armored Personnel Carrier,(Wheeled LRM),LRM 5,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Armored Personnel Carrier (Wheeled MG),2,AA,1,S,6W,+2,0,0,0,6,5,,Armored Personnel Carrier,(Wheeled MG),Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,
0,Tank,Armored Personnel Carrier (Wheeled SRM),2,AA,1,S,6W,+2,0,0,0,6,5,Special: APC1,Armored Personnel Carrier,(Wheeled SRM),SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Armored Personnel Carrier (Wheeled),2,AA,1,S,6W,+2,0,0,0,6,5,Special: APC1,Armored Personnel Carrier,(Wheeled),Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Axel Heavy Tank Mk 1,6,AAAAAA,4,SSSS,3T,+1,0,0,0,6,5,,Axel Heavy Tank,Mk 1,Machine Gun,2,2,1/2/3,LRM 10,1,5,7/14/21,AC/20,1,20,3/6/9,,,,,,,,,,,,,,,,,2x2,1x5,1x20,,,,
0,Tank,Axel Heavy Tank Mk 2,5,AAAAA,4,SSSS,3T,+1,0,0,0,6,5,,Axel Heavy Tank,Mk 2,Machine Gun,2,2,1/2/3,LRM 10,1,5,7/14/21,AC/20,1,20,3/6/9,,,,,,,,,,,,,,,,,2x2,1x5,1x20,,,,
0,Tank,Behemoth Heavy Tank (Armor),11,AAAAAAAAAAA,5,SSSSS,2T,0,0,0,0,6,5,,Behemoth Heavy Tank,(Armor),LRM 5,3,5,7/14/21,SRM 6,8,2,3/6/9,AC/10,2,10,5/10/15,,,,,,,,,,,,,,,,,3x5,8x2,2x10,,,,
0,Tank,Behemoth Heavy Tank (Flamer),7,AAAAAAA,5,SSSSS,2T,0,0,0,0,6,5,,Behemoth Heavy Tank,(Flamer),LRM 5,3,5,7/14/21,Machine Gun,4,2,1/2/3,Flamer (Vehicle),6,2,1/2/3,SRM 6,8,2,3/6/9,AC/10,2,10,5/10/15,,,,,,,,,3x5,4x2,6x2,8x2,2x10,,
0,Tank,Behemoth Heavy Tank ,7,AAAAAAA,5,SSSSS,2T,0,0,0,0,6,5,,Behemoth Heavy Tank,None,LRM 5,3,5,7/14/21,Machine Gun,4,2,1/2/3,SRM 2,8,2,3/6/9,SRM 6,8,2,3/6/9,AC/10,2,10,5/10/15,,,,,,,,,3x5,4x2,8x2,8x2,2x10,,
0,Tank,Bulldog Medium Tank (AC2),3,AAA,3,SSS,4T,+1,0,0,0,6,5,,Bulldog Medium Tank,(AC2),Machine Gun,2,2,1/2/3,SRM 4,6,2,3/6/9,AC/2,2,2,8/16/24,,,,,,,,,,,,,,,,,2x2,6x2,2x2,,,,
0,Tank,Bulldog Medium Tank (LRM),3,AAA,3,SSS,4T,+1,0,0,0,6,5,,Bulldog Medium Tank,(LRM),Machine Gun,1,2,1/2/3,SRM 4,6,2,3/6/9,LRM 20,3,5,7/14/21,,,,,,,,,,,,,,,,,1x2,6x2,3x5,,,,
0,Tank,Bulldog Medium Tank ,3,AAA,3,SSS,4T,+1,0,0,0,6,5,,Bulldog Medium Tank,None,Machine Gun,1,2,1/2/3,SRM 4,6,2,3/6/9,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,1x2,6x2,1x8,,,,
0,Tank,Condor Heavy Hover Tank (Davion),4,AAAA,3,SSS,8H,+3,0,0,0,6,5,,Condor Heavy Hover Tank,(Davion),Machine Gun,2,2,1/2/3,AC/2,2,2,8/16/24,,,,,,,,,,,,,,,,,,,,,2x2,2x2,,,,,
0,Tank,Condor Heavy Hover Tank (Flamer),5,AAAAA,3,SSS,8H,+3,0,0,0,6,5,,Condor Heavy Hover Tank,(Flamer),Flamer (Vehicle),1,2,1/2/3,Medium Laser,3,5,3/6/9,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,1x2,3x5,2x2,,,,
0,Tank,Condor Heavy Hover Tank (Liao),5,AAAAA,3,SSS,8H,+3,0,0,0,6,5,,Condor Heavy Hover Tank,(Liao),Medium Laser,4,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x5,,,,,,
0,Tank,Condor Heavy Hover Tank ,3,AAA,3,SSS,8H,+3,0,0,0,6,5,,Condor Heavy Hover Tank,None,Machine Gun,1,2,1/2/3,AC/5,1,5,6/12/18,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,1x2,1x5,2x5,,,,
0,Tank,Coolant Truck (Hover),4,AAAA,2,SS,8H,+3,0,0,0,6,5,,Coolant Truck,(Hover),Flamer (Vehicle),2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Coolant Truck (Tracked),4,AAAA,2,SS,4T,+1,0,0,0,6,5,,Coolant Truck,(Tracked),Flamer (Vehicle),2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Coolant Truck 135-K,4,AAAA,2,SS,4W,+1,0,0,0,6,5,,Coolant Truck,135-K,Flamer (Vehicle),2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Demolisher Heavy Tank (Defensive),4,AAAA,4,SSSS,3T,+1,0,0,0,6,5,,Demolisher Heavy Tank,(Defensive),Machine Gun,3,2,1/2/3,AC/20,2,20,3/6/9,,,,,,,,,,,,,,,,,,,,,3x2,2x20,,,,,
0,Tank,Demolisher Heavy Tank (Mk. I),5,AAAAA,4,SSSS,3T,+1,0,0,0,6,5,,Demolisher Heavy Tank,(Mk. I),AC/20,2,20,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x20,,,,,,
0,Tank,Demolisher Heavy Tank (Mk. II),5,AAAAA,4,SSSS,3T,+1,0,0,0,6,5,,Demolisher Heavy Tank,(Mk. II),AC/20,2,20,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x20,,,,,,
0,Tank,Devastator Heavy Tank ,5,AAAAA,4,SSSS,3T,+1,0,0,0,6,5,,Devastator Heavy Tank,None,Flamer,1,2,1/2/3,SRM 6,4,2,3/6/9,Small Laser,3,3,1/2/3,AC/20,2,20,3/6/9,,,,,,,,,,,,,1x2,4x2,3x3,2x20,,,
0,Tank,Drillson Heavy Hover Tank (SRM),3,AAA,3,SSS,9H,+3,0,0,0,6,5,,Drillson Heavy Hover Tank,(SRM),SRM 2,12,2,3/6/9,Machine Gun,2,2,1/2/3,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,12x2,2x2,1x8,,,,
0,Tank,Drillson Heavy Hover Tank ,3,AAA,3,SSS,9H,+3,0,0,0,6,5,,Drillson Heavy Hover Tank,None,LRM 10,1,5,7/14/21,Machine Gun,2,2,1/2/3,SRM 2,4,2,3/6/9,Large Laser,1,8,5/10/15,,,,,,,,,,,,,1x5,2x2,4x2,1x8,,,
0,Tank,Engineering Vehicle (AC),1,A,2,SS,5T,+2,0,0,0,6,5,Special: No Turret,Engineering Vehicle,(AC),AC/20,1,20,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x20,,,,,,
0,Tank,Engineering Vehicle (Flamer),1,A,2,SS,6T,+2,0,0,0,6,5,,Engineering Vehicle,(Flamer),Flamer (Vehicle),3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,
0,Tank,Engineering Vehicle ,1,A,2,SS,6T,+2,0,0,0,6,5,,Engineering Vehicle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VTOL,Ferret Light Scout VTOL (Armor) 'Wild Weasel',1,A,1,S,15V,+4,0,0,0,6,5,Special: No Turret,Ferret Light Scout VTOL,(Armor) 'Wild Weasel',Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
0,VTOL,Ferret Light Scout VTOL (Cargo),0,,1,S,15V,+4,0,0,0,6,5,Special: No Turret,Ferret Light Scout VTOL,(Cargo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VTOL,Ferret Light Scout VTOL ,0,,1,S,15V,+4,0,0,0,6,5,"Special: No Turret, APC1",Ferret Light Scout VTOL,None,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
0,Tank,Goblin Medium Tank (LRM),4,AAAA,3,SSS,4T,+1,0,0,0,6,5,Special: APC1,Goblin Medium Tank,(LRM),Machine Gun,1,2,1/2/3,LRM 10,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,1x2,3x5,,,,,
0,Tank,Goblin Medium Tank (MG),4,AAAA,3,SSS,4T,+1,0,0,0,6,5,Special: APC2,Goblin Medium Tank,(MG),Machine Gun,5,2,1/2/3,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,5x2,4x2,,,,,
0,Tank,Goblin Medium Tank (SRM),4,AAAA,3,SSS,4T,+1,0,0,0,6,5,Special: APC1,Goblin Medium Tank,(SRM),Machine Gun,1,2,1/2/3,SRM 6,12,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x2,12x2,,,,,
0,Tank,Goblin Medium Tank ,4,AAAA,3,SSS,4T,+1,0,0,0,6,5,Special: APC1,Goblin Medium Tank,None,Machine Gun,1,2,1/2/3,Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,,,,,1x2,1x8,,,,,
0,Tank,Harasser Laser Platform ,1,A,2,SS,10H,+4,0,0,0,6,5,,Harasser Laser Platform,None,Medium Laser,2,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x5,,,,,,
0,Tank,Harasser Missile Platform (Flamer),1,A,2,SS,10H,+4,0,0,0,6,5,,Harasser Missile Platform,(Flamer),Flamer (Vehicle),1,2,1/2/3,SRM 4,6,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x2,6x2,,,,,
0,Tank,Harasser Missile Platform (LRM),1,A,2,SS,10H,+4,0,0,0,6,5,,Harasser Missile Platform,(LRM),LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Harasser Missile Platform 'Mini-Peggy',1,A,2,SS,10H,+4,0,0,0,6,5,,Harasser Missile Platform,'Mini-Peggy',SRM 4,6,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,6x2,,,,,,
0,Tank,Harasser Missile Platform 'Leaping Lisa',1,A,2,SS,10H,+4,0,0,0,6,5,,Harasser Missile Platform,'Leaping Lisa',SRM 4,6,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,6x2,,,,,,
0,Tank,Harasser Missile Platform ,1,A,2,SS,10H,+4,0,0,0,6,5,,Harasser Missile Platform,None,SRM 6,8,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,8x2,,,,,,
0,Tank,Hetzer Wheeled Assault Gun (AC10),4,AAAA,2,SS,4W,+1,0,0,0,6,5,Special: No Turret,Hetzer Wheeled Assault Gun,(AC10),AC/10,1,10,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,
0,Tank,Hetzer Wheeled Assault Gun (Laser),4,AAAA,2,SS,4W,+1,0,0,0,6,5,Special: No Turret,Hetzer Wheeled Assault Gun,(Laser),Medium Laser,4,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,4x5,,,,,,
0,Tank,Hetzer Wheeled Assault Gun (LRM),3,AAA,2,SS,4W,+1,0,0,0,6,5,Special: No Turret,Hetzer Wheeled Assault Gun,(LRM),LRM 15,4,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,4x5,,,,,,
0,Tank,Hetzer Wheeled Assault Gun (Scout),3,AAA,2,SS,4W,+1,0,0,0,6,5,Special: No Turret,Hetzer Wheeled Assault Gun,(Scout),AC/20,1,20,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x20,,,,,,
0,Tank,Hetzer Wheeled Assault Gun (SRM),3,AAA,2,SS,4W,+1,0,0,0,6,5,Special: No Turret,Hetzer Wheeled Assault Gun,(SRM),SRM 6,20,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,20x2,,,,,,
0,Tank,Hetzer Wheeled Assault Gun ,3,AAA,2,SS,4W,+1,0,0,0,6,5,Special: No Turret,Hetzer Wheeled Assault Gun,None,AC/20,1,20,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x20,,,,,,
0,SupportTank,Hi-Scout Drone (NapFind),0,,1,S,15H,+4,0,0,0,6,5,Special: No Turret,Hi-Scout Drone,(NapFind),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,SupportTank,Hi-Scout Drone (PathTrak),0,,1,S,8T,+3,0,0,0,6,5,Special: No Turret,Hi-Scout Drone,(PathTrak),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tank,Hi-Scout Drone Carrier ,3,AAA,3,SSS,4T,+1,0,0,0,6,5,,Hi-Scout Drone Carrier,None,SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,
0,Tank,Hunter Light Support Tank ,3,AAA,2,SS,5T,+2,0,0,0,6,5,Special: No Turret,Hunter Light Support Tank,,LRM 20,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,3x5,,,,,,
0,Tank,Hunter Light Support Tank (LRM10),3,AAA,2,SS,5T,+2,0,0,0,6,5,Special: No Turret,Hunter Light Support Tank,(LRM10),Medium Laser,2,5,3/6/9,LRM 10,1,5,7/14/21,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,2x5,1x5,4x2,,,,
0,Tank,Hunter Light Support Tank (LRM15),3,AAA,2,SS,5T,+2,0,0,0,6,5,Special: No Turret,Hunter Light Support Tank,(LRM15),LRM 15,2,5,7/14/21,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,2x5,4x2,,,,,
0,Tank,Hunter Light Support Tank ,3,AAA,2,SS,5T,+2,0,0,0,6,5,Special: No Turret,Hunter Light Support Tank,,LRM 20,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,3x5,,,,,,
0,Tank,J-27 Ordnance Transport (Armor),1,A,1,S,5T,+2,0,0,0,6,5,,J-27 Ordnance Transport,(Armor),Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
0,Tank,J-27 Ordnance Transport (Fusion),0,,1,S,5T,+2,0,0,0,6,5,,J-27 Ordnance Transport,(Fusion),Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
0,Tank,J-27 Ordnance Transport (Trailer),1,A,1,S,0T,0,0,0,0,6,5,Special: No Turret,J-27 Ordnance Transport,(Trailer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tank,J-27 Ordnance Transport ,0,,1,S,5T,+2,0,0,0,6,5,,J-27 Ordnance Transport,None,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,
0,Tank,J. Edgar Light Hover Tank (Flamer),3,AAA,2,SS,11H,+4,0,0,0,6,5,,J. Edgar Light Hover Tank,(Flamer),Medium Laser,1,5,3/6/9,Flamer (Vehicle),2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x5,2x2,,,,,
0,Tank,J. Edgar Light Hover Tank (ICE),3,AAA,2,SS,8H,+3,0,0,0,6,5,,J. Edgar Light Hover Tank,(ICE),Medium Laser,1,5,3/6/9,SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,
0,Tank,J. Edgar Light Hover Tank (MG),3,AAA,2,SS,11H,+4,0,0,0,6,5,,J. Edgar Light Hover Tank,(MG),Medium Laser,1,5,3/6/9,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,
0,Tank,J. Edgar Light Hover Tank ,3,AAA,2,SS,11H,+4,0,0,0,6,5,,J. Edgar Light Hover Tank,None,Medium Laser,1,5,3/6/9,SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x5,4x2,,,,,
0,Tank,J-27 Ordnance Transport K-27 'Killjoy',1,A,1,S,5T,+2,0,0,0,6,5,,J-27 Ordnance Transport,K-27 'Killjoy',SRM 4,3,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,
0,VTOL,Karnov UR Gunship ,1,A,2,SS,11V,+4,0,0,0,6,5,Special: No Turret,Karnov UR Gunship,,Machine Gun,6,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,6x2,,,,,,
0,VTOL,Karnov UR Transport (AC),1,A,2,SS,8V,+3,0,0,0,6,5,Special: No Turret,Karnov UR Transport,(AC),AC/20,1,20,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x20,,,,,,
0,VTOL,Karnov UR Transport (Artillery),1,A,2,SS,8V,+3,0,0,0,6,5,"Special: No Turret, ART-Thumper1",Karnov UR Transport,(Artillery),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,VTOL,Karnov UR Transport ,1,A,2,SS,11V,+4,0,0,0,6,5,"Special: No Turret, APC2",Karnov UR Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tank,Laser Carrier ,2,AA,3,SSS,3T,+1,0,0,0,6,5,Special: No Turret,Laser Carrier,None,Medium Laser,8,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,8x5,,,,,,
0,Tank,LRM Carrier ,2,AA,3,SSS,3T,+1,0,0,0,6,5,Special: No Turret,LRM Carrier,None,LRM 20,8,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,8x5,,,,,,
0,Tank,Manticore Heavy Tank ,6,AAAAAA,3,SSS,4T,+1,0,0,0,6,5,,Manticore Heavy Tank,None,Medium Laser,1,5,3/6/9,LRM 10,1,5,7/14/21,SRM 6,4,2,3/6/9,PPC,1,10,6/12/18,,,,,,,,,,,,,1x5,1x5,4x2,1x10,,,
0,Tank,MASH Truck (ICE),2,AA,1,S,5W,+2,0,0,0,6,5,Special: No Turret,MASH Truck,(ICE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tank,MASH Truck ,2,AA,1,S,5W,+2,0,0,0,6,5,,MASH Truck,None,Small Laser,2,3,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x3,,,,,,
0,Tank,Maxim Heavy Hover Transport (SRM2),3,AAA,3,SSS,8H,+3,0,0,0,6,5,Special: APC1,Maxim Heavy Hover Transport,(SRM2),LRM 5,2,5,7/14/21,Machine Gun,3,2,1/2/3,SRM 2,4,2,3/6/9,SRM 6,4,2,3/6/9,,,,,,,,,,,,,2x5,3x2,4x2,4x2,,,
0,Tank,Maxim Heavy Hover Transport (SRM4),3,AAA,3,SSS,8H,+3,0,0,0,6,5,Special: APC1,Maxim Heavy Hover Transport,(SRM4),SRM 4,3,2,3/6/9,SRM 2,4,2,3/6/9,Machine Gun,3,2,1/2/3,SRM 6,4,2,3/6/9,,,,,,,,,,,,,3x2,4x2,3x2,4x2,,,
0,Tank,Maxim Heavy Hover Transport ,3,AAA,3,SSS,8H,+3,0,0,0,6,5,Special: APC1,Maxim Heavy Hover Transport,None,LRM 5,2,5,7/14/21,SRM 2,4,2,3/6/9,Machine Gun,3,2,1/2/3,SRM 6,4,2,3/6/9,,,,,,,,,,,,,2x5,4x2,3x2,4x2,,,
0,Tank,Mobile Headquarters (ICE - LL),1,A,1,S,3W,+1,0,0,0,6,5,Special: No Turret,Mobile Headquarters,(ICE - LL),Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,
0,Tank,Mobile Headquarters (ICE - LRM),3,AAA,2,SS,5W,+2,0,0,0,6,5,,Mobile Headquarters,(ICE - LRM),LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Mobile Headquarters (ICE),3,AAA,2,SS,6W,+2,0,0,0,6,5,,Mobile Headquarters,(ICE),Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Mobile Headquarters (LL),3,AAA,2,SS,6W,+2,0,0,0,6,5,,Mobile Headquarters,(LL),Large Laser,1,8,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,
0,Tank,Mobile Headquarters (LRM),3,AAA,2,SS,6W,+2,0,0,0,6,5,,Mobile Headquarters,(LRM),LRM 10,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Mobile Headquarters ,3,AAA,2,SS,6W,+2,0,0,0,6,5,,Mobile Headquarters,,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,
0,Tank,Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),2,AA,1,S,0T,0,0,0,0,6,5,Special: No Turret,Mobile Long Tom Artillery,LT-MOB-25 (Ammunition Carriage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
